lemma,level,source
religion,B1,freq
religionism,B1,freq
religions,B1,freq
religious,B1,freq
reline,B2,freq
relined,B2,freq
relining,B2,freq
relink,B1,freq
reliquaries,C1,freq
reliquary,C1,freq
relique,C1,freq
reliques,C1,freq
reliquidate,B1,freq
reliquidated,B1,freq
reliquidation,B1,freq
relish,C1,freq
relished,C1,freq
relishes,C1,freq
relishing,C1,freq
relist,A2,freq
relisted,A2,freq
relit,A1,freq
relive,C1,freq
relived,C1,freq
relives,C1,freq
reliving,C1,freq
relly,C1,freq
reload,B1,freq
reloaded,B1,freq
reloader,B1,freq
reloading,B1,freq
reloads,B1,freq
reloaned,B2,freq
relocatee,B1,freq
relocation,C1,freq
relocations,C1,freq
relock,A2,freq
relocked,A2,freq
relook,A1,freq
reluctance,C1,freq
reluctant,B2,freq
reluctantly,C1,freq
rely,B1,freq
relying,B1,freq
rem,C1,freq
rema,C1,freq
remade,A2,freq
remagnetization,B2,freq
remagnetized,B2,freq
remail,A2,freq
remailed,A2,freq
remain,A2,freq
remainder,B1,freq
remaindered,B1,freq
remainders,B1,freq
remained,A2,freq
remaining,B2,freq
remains,B2,freq
reman,A1,freq
remand,C1,freq
remanded,C1,freq
remanding,C1,freq
remandment,C1,freq
remands,C1,freq
remanence,A1,freq
remanent,A1,freq
remap,A1,freq
remapped,A1,freq
remapping,A1,freq
remark,B1,freq
remarkable,B1,freq
remarkably,B2,freq
remarked,B1,freq
remarkedly,A2,freq
remarket,A2,freq
remarking,A2,freq
remarks,B1,freq
remarriage,A2,freq
remarriages,A2,freq
remarried,A2,freq
remarries,A2,freq
remarry,A2,freq
remarrying,A2,freq
rematch,A2,freq
remating,B2,freq
reme,C1,freq
remediable,B1,freq
remedial,C1,freq
remedially,C1,freq
remediate,B1,freq
remediated,B1,freq
remediating,B1,freq
remediation,B1,freq
remedied,B1,freq
remedies,B1,freq
remedium,A1,freq
remedy,B1,freq
remedying,B1,freq
remelt,B1,freq
remelted,B1,freq
remelting,B1,freq
remember,A1,freq
rememberable,A2,freq
remembered,A1,freq
rememberer,A2,freq
rememberers,A2,freq
remembering,A1,freq
remembers,A1,freq
remembrance,B1,freq
remembrances,B1,freq
remen,A1,freq
remer,C1,freq
remi,C1,freq
remind,A2,freq
reminded,A2,freq
reminder,B2,freq
reminders,B2,freq
remindful,A1,freq
reminding,A1,freq
reminds,A2,freq
remineralization,A2,freq
remise,C1,freq
remised,C1,freq
remises,C1,freq
remiss,A1,freq
remission,A1,freq
remissions,A1,freq
remissness,A1,freq
remit,B2,freq
remits,B2,freq
remittable,B2,freq
remittal,B2,freq
remittance,B2,freq
remittances,B2,freq
remitted,B2,freq
remittent,B2,freq
remitter,B2,freq
remitters,B2,freq
remitting,B2,freq
remix,B1,freq
remixed,B1,freq
remixes,B1,freq
remixing,B1,freq
remmer,C1,freq
remnants,C1,freq
remodel,A2,freq
remodeled,A2,freq
remodeler,A2,freq
remodelers,A2,freq
remodeling,A2,freq
remodelled,A2,freq
remodelling,A2,freq
remodels,A2,freq
remold,B2,freq
remolded,B2,freq
remolding,B2,freq
remote,A2,freq
remoted,A2,freq
remoter,A2,freq
remotes,A2,freq
remotest,A2,freq
remould,B2,freq
remount,B1,freq
remounted,B1,freq
remounting,B1,freq
remounts,B1,freq
removal,A2,freq
removals,A2,freq
remove,B1,freq
removed,B1,freq
remover,B1,freq
removers,B1,freq
removes,B1,freq
removing,B1,freq
rems,C1,freq
remuda,B1,freq
remuneration,C1,freq
remus,C1,freq
renaissance,B2,freq
renaissances,B2,freq
renal,B1,freq
rename,C1,freq
renamed,C1,freq
renames,C1,freq
renaming,C1,freq
renata,B1,freq
renate,B1,freq
renato,B2,freq
renay,B2,freq
render,B1,freq
rendered,B1,freq
renderer,B1,freq
renderers,B1,freq
rendering,B1,freq
renderings,B1,freq
renders,B1,freq
renew,B1,freq
renewability,A1,freq
renewable,A1,freq
renewal,A1,freq
renewals,A1,freq
renewed,B1,freq
renewer,A1,freq
renewing,B1,freq
renews,B1,freq
renick,B2,freq
reno,C1,freq
renormalization,B2,freq
renormalize,B2,freq
renormalized,B2,freq
renormalizing,B2,freq
renourishment,C1,freq
renovate,B1,freq
renovated,B1,freq
renovates,B1,freq
renovating,B1,freq
renovation,B1,freq
renovations,B1,freq
renovator,B1,freq
renovators,B1,freq
rent,A2,freq
rentability,A2,freq
rentable,A2,freq
rental,B2,freq
rentals,B2,freq
rente,A2,freq
rented,A2,freq
renter,A2,freq
renters,A2,freq
rentes,A2,freq
renting,A2,freq
rents,A2,freq
reoccupied,B1,freq
reoccupy,B1,freq
reoccupying,B1,freq
reoccur,B1,freq
reoccurred,B1,freq
reoccurrence,B1,freq
reoccurrences,B1,freq
reoccurring,B1,freq
reoccurs,B1,freq
reoffend,B2,freq
reoffer,A2,freq
reoffered,A2,freq
reoffering,A2,freq
reopen,A1,freq
reopened,A1,freq
reopener,A1,freq
reopening,A1,freq
reopenings,A1,freq
reopens,A1,freq
reorder,A1,freq
reordered,A1,freq
reordering,A1,freq
reorders,A1,freq
reorganise,B2,freq
reorganised,B2,freq
reorganising,B2,freq
reorganization,B1,freq
reorganizations,B1,freq
reorganize,B2,freq
reorganized,B2,freq
reorganizer,B1,freq
reorganizers,B1,freq
reorganizes,B2,freq
reorganizing,B1,freq
reorient,C1,freq
reorientate,C1,freq
reorientated,C1,freq
reorientating,C1,freq
reorientation,C1,freq
reorientations,C1,freq
reoriented,C1,freq
reorienting,C1,freq
reorients,C1,freq
rep,B2,freq
repack,A2,freq
repackage,A2,freq
repackaged,A2,freq
repackages,A2,freq
repackaging,A2,freq
repacked,A2,freq
repacker,A2,freq
repacking,A2,freq
repaid,B1,freq
repaint,B2,freq
repainted,B2,freq
repainting,A1,freq
repair,A2,freq
repairability,A1,freq
repairable,A1,freq
repaired,A2,freq
repairer,A1,freq
repairers,A1,freq
repairing,A2,freq
repairs,A2,freq
repapered,C1,freq
reparable,A2,freq
reparation,A2,freq
reparations,A2,freq
reparative,A2,freq
reparatory,B2,freq
repart,B1,freq
repartee,B1,freq
repartees,B1,freq
repass,A2,freq
repassage,A2,freq
repassed,A2,freq
repassing,A2,freq
repast,A1,freq
repasts,A1,freq
repay,B1,freq
repayable,A1,freq
repayed,B1,freq
repaying,A1,freq
repayment,A1,freq
repayments,A1,freq
repays,B1,freq
repeal,B2,freq
repealed,B2,freq
repealer,B2,freq
repealers,B2,freq
repealing,B2,freq
repeals,B2,freq
repeat,A1,freq
repeatability,A1,freq
repeatable,A1,freq
repeated,A1,freq
repeatedly,B1,freq
repeater,A1,freq
repeaters,A1,freq
repeating,A1,freq
repeats,A1,freq
repenning,A1,freq
repent,B2,freq
repentance,B2,freq
repentances,B2,freq
repentant,B2,freq
repentantly,B2,freq
repented,B2,freq
repenting,B2,freq
repents,B2,freq
reperformance,A2,freq
repertoire,B2,freq
repertoires,B2,freq
repetition,B2,freq
repetitions,B2,freq
repetitious,A1,freq
repetitiously,A1,freq
repetitiousness,A1,freq
repetitive,C1,freq
rephotographed,B1,freq
repin,B1,freq
repine,B1,freq
repined,B1,freq
repining,B1,freq
replace,A2,freq
replaced,A2,freq
replacement,B2,freq
replacements,B2,freq
replaces,A2,freq
replacing,A2,freq
replan,A2,freq
replanned,A2,freq
replanning,A2,freq
replant,A2,freq
replantation,A2,freq
replanted,A2,freq
replanting,A2,freq
replants,A2,freq
replay,A1,freq
replayed,A1,freq
replaying,A1,freq
replays,A1,freq
replead,B2,freq
replica,B2,freq
replicas,B2,freq
replicate,A2,freq
replicated,A2,freq
replicates,A2,freq
replicating,A2,freq
replication,A2,freq
replications,A2,freq
replicative,A2,freq
replied,A2,freq
replies,A2,freq
replot,B2,freq
replotted,B2,freq
replotting,B2,freq
reply,A2,freq
replying,A2,freq
repolarization,B2,freq
repolarize,B2,freq
repolarized,B2,freq
repolarizing,B2,freq
repolished,B2,freq
repolishing,B2,freq
repopulate,A2,freq
repopulated,A2,freq
repopulating,A2,freq
repopulation,A2,freq
report,A2,freq
reportable,A2,freq
reportage,A2,freq
reportages,B1,freq
reported,A2,freq
reportedly,A2,freq
reporter,A1,freq
reporters,A1,freq
reporting,A2,freq
reportorial,A2,freq
reports,A2,freq
repositories,C1,freq
repository,C1,freq
repossess,B1,freq
repossessed,B1,freq
repossesses,B1,freq
repossessing,B1,freq
repossession,B1,freq
repossessions,B1,freq
repossessor,B1,freq
repot,B1,freq
repotted,B1,freq
repp,B2,freq
repped,B2,freq
represent,A2,freq
representability,A2,freq
representable,A2,freq
representation,A2,freq
representational,A2,freq
representationalism,A2,freq
representationally,A2,freq
representations,A2,freq
representative,B1,freq
representatives,B1,freq
represented,A2,freq
representer,A2,freq
representing,A2,freq
represents,A2,freq
repress,B2,freq
repressed,B1,freq
represser,B1,freq
represses,B2,freq
repressible,B1,freq
repressing,B1,freq
repression,B2,freq
repressions,B2,freq
repressive,B1,freq
repressively,B1,freq
repressiveness,B1,freq
repressor,B1,freq
reprint,B2,freq
reprinted,A2,freq
reprinting,A2,freq
reprintings,A2,freq
reprints,B2,freq
repro,A2,freq
reprocess,B1,freq
reprocessed,B1,freq
reprocessing,B1,freq
reproduce,B1,freq
reproduced,B1,freq
reproduces,B1,freq
reproducing,B1,freq
reproduction,A2,freq
reproductions,A2,freq
reproductive,A2,freq
reproductively,A2,freq
reproductivity,A2,freq
reprogram,A2,freq
reprogramed,A2,freq
reprograming,A2,freq
reprogrammed,A2,freq
reprogramming,A2,freq
reprograms,A2,freq
reproof,B1,freq
reproofs,B1,freq
repros,A2,freq
reprove,B2,freq
reproved,B2,freq
reproves,B2,freq
reproving,B2,freq
reps,B2,freq
rept,B2,freq
reptation,B2,freq
repub,B1,freq
republic,B1,freq
republica,A2,freq
republican,B1,freq
republicanism,B1,freq
republicans,B1,freq
republics,B1,freq
republish,A2,freq
republished,A2,freq
republishes,A2,freq
republishing,A2,freq
repurification,B2,freq
reputability,A1,freq
reputable,A1,freq
reputably,A1,freq
reputation,B1,freq
reputations,B1,freq
repute,A1,freq
reputed,A1,freq
reputedly,A1,freq
req,A1,freq
requeen,A2,freq
request,A2,freq
requested,A2,freq
requester,A2,freq
requesters,A2,freq
requesting,A2,freq
requestor,A2,freq
requestors,A2,freq
requests,A2,freq
require,B1,freq
required,B1,freq
requirement,B1,freq
requirements,B1,freq
requires,B1,freq
requiring,B1,freq
requisite,C1,freq
requisites,B2,freq
requit,B1,freq
requital,B1,freq
requite,B1,freq
requited,B1,freq
requites,B1,freq
requiting,B1,freq
reran,A1,freq
rerated,A1,freq
rerating,A1,freq
reread,A1,freq
rereading,A1,freq
rereads,A1,freq
rerecord,A2,freq
rerecorded,A2,freq
rerecording,A2,freq
reredos,B2,freq
reregister,B1,freq
reregistered,B1,freq
reregistering,B1,freq
reregistration,B1,freq
reregulate,B1,freq
reregulating,B1,freq
reregulation,B1,freq
reroofed,A2,freq
rerun,A1,freq
rerunning,A1,freq
reruns,A1,freq
res,A1,freq
resa,A2,freq
resaca,C1,freq
resalable,A2,freq
resale,A2,freq
resales,A2,freq
resat,A2,freq
resaw,A2,freq
resawing,A2,freq
resaws,A2,freq
rescreened,B1,freq
rescreening,B1,freq
rescript,A2,freq
rescripts,A2,freq
rescue,B1,freq
rescued,B1,freq
rescues,B1,freq
rescuing,B1,freq
rese,A2,freq
reseal,A2,freq
resealable,A2,freq
resealed,A2,freq
resealing,A2,freq
research,A2,freq
researchable,A2,freq
researched,B1,freq
researcher,B1,freq
researchers,B1,freq
researches,B1,freq
researching,B1,freq
reseat,A2,freq
reseated,A1,freq
reseating,A2,freq
resect,B2,freq
resectability,B2,freq
resectable,B2,freq
resected,B2,freq
resecting,B2,freq
resection,B2,freq
resectional,B2,freq
resections,B2,freq
reseed,A1,freq
reseeded,A1,freq
reseeding,A1,freq
reseeds,A1,freq
reselect,B1,freq
reselected,B1,freq
reselection,B1,freq
resemblance,B2,freq
resemblances,B2,freq
resemble,B1,freq
resembled,B1,freq
resembles,B1,freq
resembling,B1,freq
resend,A2,freq
resent,A2,freq
resented,A2,freq
resentence,A2,freq
resentenced,A2,freq
resentencing,A2,freq
resentful,A2,freq
resentfully,A2,freq
resentfulness,A2,freq
resenting,A2,freq
resentment,A2,freq
resentments,A2,freq
resents,A2,freq
reservation,B1,freq
reservations,B1,freq
reserve,B1,freq
reserved,B1,freq
reservedness,B1,freq
reserves,B1,freq
reserving,B1,freq
reservoir,B1,freq
reservoirs,B1,freq
reset,A1,freq
resets,A1,freq
resettable,A1,freq
resetting,A1,freq
resharpen,B1,freq
resharpened,B1,freq
resharpening,B1,freq
reship,A2,freq
reshipment,A2,freq
reshipments,A2,freq
reshipped,A2,freq
reshipping,A2,freq
reshoot,A2,freq
reshooting,A2,freq
reshot,A2,freq
reside,C1,freq
resided,B2,freq
residence,B2,freq
residences,B2,freq
resident,B1,freq
residental,B1,freq
residential,B1,freq
residents,B1,freq
resides,B2,freq
residing,B2,freq
residual,B1,freq
residuals,B1,freq
residue,B2,freq
residues,B1,freq
resign,B2,freq
resignation,B2,freq
resignations,B2,freq
resigned,A2,freq
resignedly,A2,freq
resigning,B2,freq
resigns,B2,freq
resin,A2,freq
resina,A2,freq
resinate,A2,freq
resinates,A2,freq
resing,A2,freq
resinic,A2,freq
resinification,A2,freq
resinous,A2,freq
resins,A2,freq
resist,B1,freq
resistance,B2,freq
resistances,B2,freq
resistant,B1,freq
resistants,B1,freq
resisted,B1,freq
resistence,B1,freq
resistent,B1,freq
resister,B1,freq
resisters,B1,freq
resistible,B1,freq
resisting,B1,freq
resistive,B1,freq
resistively,B1,freq
resistivity,B1,freq
resistor,B1,freq
resistors,B1,freq
resists,B1,freq
resited,A1,freq
resiting,A1,freq
resize,A2,freq
resized,A2,freq
resizes,A2,freq
resizing,A2,freq
reskin,B1,freq
resold,A1,freq
resole,C1,freq
resoled,C1,freq
resolidification,B1,freq
resolidified,B1,freq
resolution,B2,freq
resolutions,B2,freq
resolve,B1,freq
resolved,B1,freq
resolves,B1,freq
resolving,B1,freq
resonance,A1,freq
resonances,A1,freq
resonant,B2,freq
resonantly,A1,freq
resonants,B2,freq
resonate,A1,freq
resonated,A1,freq
resonates,A1,freq
resonating,A1,freq
resonation,A1,freq
resonator,A1,freq
resonators,A1,freq
resor,A2,freq
resort,B1,freq
resorted,B1,freq
resorters,B1,freq
resorting,B1,freq
resorts,B1,freq
resound,A2,freq
resounded,A2,freq
resounding,A2,freq
resoundingly,A2,freq
resounds,A2,freq
resource,B1,freq
resources,B1,freq
resowing,C1,freq
resown,C1,freq
respecification,C1,freq
respecified,C1,freq
respect,B1,freq
respectabilities,B1,freq
respectability,B1,freq
respectable,B1,freq
respectably,B2,freq
respected,B2,freq
respecter,B1,freq
respecters,B1,freq
respectful,B1,freq
respectfully,B1,freq
respectfulness,B1,freq
respecting,B1,freq
respective,B1,freq
respectively,B1,freq
respects,B1,freq
respiration,B2,freq
respirations,B2,freq
respiratory,B2,freq
respite,C1,freq
respited,C1,freq
respites,C1,freq
respond,B1,freq
responde,B1,freq
respondeat,B1,freq
responded,B1,freq
respondence,B1,freq
respondent,A2,freq
respondentia,A2,freq
respondents,B1,freq
responder,B1,freq
responders,B1,freq
responding,B1,freq
responds,B1,freq
response,A2,freq
responses,A2,freq
responsibilities,B1,freq
responsibility,B1,freq
responsible,B1,freq
responsion,B1,freq
responsions,B1,freq
responsive,B1,freq
responsively,B1,freq
responsiveness,B1,freq
responsivity,B1,freq
ress,A1,freq
rest,B1,freq
restabilization,B1,freq
restabilize,B1,freq
restacked,B2,freq
restacking,B2,freq
restage,B1,freq
restaged,B1,freq
restaging,B1,freq
restandardization,B1,freq
restart,A1,freq
restarted,A1,freq
restarting,A1,freq
restarts,A1,freq
restate,B1,freq
restated,B1,freq
restatement,B1,freq
restatements,B1,freq
restates,B1,freq
restating,B1,freq
restaurant,A1,freq
restaurants,A1,freq
reste,B1,freq
rested,B1,freq
rester,B1,freq
restful,B1,freq
restfully,B1,freq
restfulness,B1,freq
resting,B1,freq
restitution,C1,freq
restitutions,C1,freq
restive,B1,freq
restively,B1,freq
restiveness,B1,freq
restless,C1,freq
restlessly,C1,freq
restlessness,C1,freq
restock,B2,freq
restocked,B2,freq
restocking,B2,freq
restorable,B1,freq
restoral,B1,freq
restoration,B1,freq
restorationism,B1,freq
restorationist,B1,freq
restorations,B1,freq
restorative,B1,freq
restoratives,B1,freq
restore,B1,freq
restored,B1,freq
restorer,B1,freq
restorers,B1,freq
restores,B1,freq
restoring,B1,freq
restr,B1,freq
restrain,B1,freq
restrained,B1,freq
restrainedly,B1,freq
restrainer,B1,freq
restrainers,B1,freq
restraining,B1,freq
restrains,B1,freq
restraint,B2,freq
restraints,B2,freq
restratification,B1,freq
restrict,B1,freq
restricted,B1,freq
restrictedly,A1,freq
restricting,B1,freq
restriction,B2,freq
restrictionism,A1,freq
restrictionist,A1,freq
restrictions,B2,freq
restrictive,A1,freq
restrictively,A1,freq
restrictiveness,A1,freq
restricts,B1,freq
restringing,B1,freq
restrung,A2,freq
rests,B1,freq
restudied,A1,freq
restudy,A1,freq
restudying,A1,freq
resubmission,B2,freq
resubmissions,B2,freq
resubmit,B2,freq
resubmits,B2,freq
resubmitted,B2,freq
resubmitting,B2,freq
resuit,A2,freq
result,A1,freq
resultant,A2,freq
resultantly,A2,freq
resultants,A2,freq
resultative,A2,freq
resulted,A2,freq
resultful,A2,freq
resulting,A2,freq
results,A2,freq
resumable,A1,freq
resume,B2,freq
resumed,B2,freq
resumes,B2,freq
resuming,B2,freq
resumption,A1,freq
resumptions,A1,freq
resumptive,A1,freq
resupplied,B1,freq
resupply,B1,freq
resupplying,B1,freq
resurrection,B2,freq
resurvey,A1,freq
resurveyed,A1,freq
resurveying,A1,freq
resurveys,A1,freq
resuspend,B2,freq
resuspension,B2,freq
retabulated,B2,freq
retail,B1,freq
retailed,B1,freq
retailer,B2,freq
retailers,B2,freq
retailing,B1,freq
retails,B1,freq
retain,B1,freq
retainability,B1,freq
retainable,B1,freq
retained,B1,freq
retainer,B1,freq
retainers,B1,freq
retaining,B1,freq
retainment,B1,freq
retains,B1,freq
retaken,A2,freq
retaliation,C1,freq
retan,B2,freq
retanned,B2,freq
retar,B2,freq
retard,B2,freq
retardance,B2,freq
retardant,B2,freq
retardants,B2,freq
retardate,B2,freq
retardates,B2,freq
retardation,C1,freq
retardations,B2,freq
retarded,B2,freq
retardent,B2,freq
retarder,B2,freq
retarders,B2,freq
retarding,B2,freq
retards,B2,freq
retarget,A2,freq
retaught,A1,freq
retax,B1,freq
retaxation,B1,freq
reteach,A1,freq
reteaching,A1,freq
retell,B1,freq
retelling,B1,freq
retells,B1,freq
retene,A1,freq
retent,B1,freq
retention,B1,freq
retentions,B1,freq
retentive,B1,freq
retentiveness,B1,freq
retentivity,B1,freq
retest,A2,freq
retested,A2,freq
retesting,A2,freq
retests,A2,freq
retha,C1,freq
rethink,A1,freq
rethinking,A1,freq
rethinks,A1,freq
rethought,A2,freq
retighten,A2,freq
retightened,A2,freq
retin,B1,freq
retina,B2,freq
retinae,B2,freq
retinal,B1,freq
retinas,B2,freq
retinene,B1,freq
retinitis,B1,freq
retire,A2,freq
retired,A2,freq
retiree,B1,freq
retirees,B1,freq
retirement,B2,freq
retirements,B2,freq
retires,A2,freq
retiring,A2,freq
retold,A1,freq
retook,A2,freq
retool,A1,freq
retooled,A1,freq
retooling,A1,freq
retort,B2,freq
retortable,B2,freq
retorted,B2,freq
retorting,B2,freq
retorts,B2,freq
retouch,A2,freq
retouched,A2,freq
retoucher,A2,freq
retouchers,A2,freq
retouches,A2,freq
retouching,A2,freq
retour,A2,freq
retract,B1,freq
retractable,B1,freq
retractation,B1,freq
retracted,B1,freq
retractible,B1,freq
retracting,B1,freq
retraction,B1,freq
retractions,B1,freq
retractive,B1,freq
retractively,B1,freq
retractor,B1,freq
retractors,B1,freq
retracts,B1,freq
retrain,A1,freq
retrained,A1,freq
retraining,A1,freq
retrait,B2,freq
retransferred,B1,freq
retransformation,B1,freq
retransmission,B2,freq
retransmissions,B2,freq
retransmit,B2,freq
retransmits,B2,freq
retransmitted,B2,freq
retransmitting,B2,freq
retransplantation,A2,freq
retread,B2,freq
retreaded,B2,freq
retreading,B2,freq
retreads,B2,freq
retreat,B2,freq
retreatant,B1,freq
retreated,B2,freq
retreating,B2,freq
retreatism,B1,freq
retreatment,B1,freq
retreats,B2,freq
retrench,B2,freq
retrenched,B2,freq
retrenching,B2,freq
retrenchment,B2,freq
retrenchments,B2,freq
retrial,B2,freq
retrials,B2,freq
retried,A1,freq
retries,A1,freq
retrieval,B2,freq
retrievals,B2,freq
retrieve,B2,freq
retrieved,B2,freq
retrieves,B2,freq
retrieving,B2,freq
retrospect,B1,freq
retrospection,B1,freq
retrospections,B1,freq
retrospectively,B1,freq
retrospectives,B1,freq
retrospectivity,B1,freq
retry,A1,freq
retrying,A1,freq
return,A2,freq
returnable,A2,freq
returned,A2,freq
returnee,A1,freq
returnees,A2,freq
returner,A1,freq
returners,A1,freq
returning,A2,freq
returns,A2,freq
reunification,B1,freq
reunified,B1,freq
reunify,B1,freq
reunifying,B1,freq
reunion,A2,freq
reunions,A2,freq
reunite,A2,freq
reunited,A2,freq
reunites,A2,freq
reuniting,A2,freq
reused,C1,freq
reusing,C1,freq
reutter,B2,freq
rev,B1,freq
reva,B1,freq
reval,B1,freq
revalidate,B2,freq
revalidated,B2,freq
revalidating,B2,freq
revalidation,B2,freq
revalorization,B1,freq
reve,B1,freq
reveal,A2,freq
revealed,A2,freq
revealer,A2,freq
revealers,A2,freq
revealing,A2,freq
revealingly,A2,freq
revealment,B1,freq
reveals,A2,freq
reveil,C1,freq
reveille,C1,freq
revelation,B2,freq
revelations,B2,freq
revenant,B1,freq
revenants,B1,freq
revenge,B2,freq
revenged,B2,freq
revenges,B2,freq
revenging,B2,freq
revent,B1,freq
revenue,B2,freq
revenues,B2,freq
rever,B1,freq
reverb,A2,freq
reverberant,A2,freq
reverberate,A2,freq
reverberated,A2,freq
reverberates,A2,freq
reverberating,A2,freq
reverberation,A2,freq
reverberations,A2,freq
reverberator,A2,freq
reverberatories,A2,freq
reverberatory,A2,freq
reverbs,A2,freq
revere,B1,freq
revered,B1,freq
reverence,B2,freq
reverenced,B2,freq
reverences,B2,freq
reverencing,B2,freq
reverend,C1,freq
reverends,C1,freq
reverent,B1,freq
reverential,B1,freq
reverentially,B1,freq
reverently,B1,freq
reveres,B1,freq
reverie,A2,freq
reveries,A2,freq
reverification,B1,freq
revering,B1,freq
revers,B1,freq
reversal,B2,freq
reversals,B2,freq
reverse,B2,freq
reversed,B2,freq
reverser,B1,freq
reverses,B2,freq
reversible,C1,freq
reversing,B2,freq
reversioner,B2,freq
revert,B1,freq
revery,A2,freq
revest,C1,freq
revested,C1,freq
revesting,C1,freq
revet,B1,freq
revetment,B1,freq
revetments,B1,freq
revetted,B1,freq
revetting,B1,freq
review,A1,freq
reviewability,A2,freq
reviewable,A2,freq
reviewed,A2,freq
reviewer,A2,freq
reviewers,A2,freq
reviewing,A2,freq
reviews,A2,freq
revisable,B1,freq
revisal,B1,freq
revise,B1,freq
revised,B1,freq
reviser,B1,freq
revisers,B1,freq
revises,B1,freq
revising,B1,freq
revision,B1,freq
revisional,B1,freq
revisionism,B1,freq
revisions,B1,freq
revisit,A1,freq
revisitation,A1,freq
revisited,A1,freq
revisiting,A1,freq
revisits,A1,freq
revisor,B1,freq
revisors,B1,freq
revisory,B1,freq
revival,B2,freq
revivalism,B1,freq
revivalist,B1,freq
revivalistic,B1,freq
revivalists,B1,freq
revivals,B2,freq
revive,B2,freq
revived,B2,freq
reviver,B1,freq
revivers,B1,freq
revives,B2,freq
revivification,B1,freq
reviving,B2,freq
revivor,B1,freq
revocation,B2,freq
revocations,B2,freq
revoke,C1,freq
revoked,C1,freq
revokes,C1,freq
revoking,C1,freq
revolt,B2,freq
revolted,B2,freq
revolters,B2,freq
revolting,B2,freq
revoltingly,B2,freq
revolts,B2,freq
revolution,B2,freq
revolutionaries,B2,freq
revolutionary,B2,freq
revolutionise,B2,freq
revolutionised,B2,freq
revolutionising,B2,freq
revolutionism,B2,freq
revolutionize,B2,freq
revolutionized,B2,freq
revolutionizes,B2,freq
revolutionizing,B2,freq
revolutions,B2,freq
revolve,B2,freq
revolved,B2,freq
revolves,B2,freq
revolving,B2,freq
revs,B1,freq
revved,B1,freq
revving,B1,freq
reward,B1,freq
rewarded,B1,freq
rewarder,B1,freq
rewarding,B1,freq
rewardingly,B1,freq
rewards,B1,freq
rewarm,A2,freq
rewarmed,A2,freq
rewarming,A2,freq
rewashed,A1,freq
reweigh,A2,freq
reweighed,A2,freq
reweighing,A2,freq
rewelded,C1,freq
rewelding,C1,freq
rewetted,A2,freq
rewind,A2,freq
rewinder,A2,freq
rewinders,A2,freq
rewinding,A2,freq
rewinds,A2,freq
reword,A1,freq
reworded,A1,freq
rewording,A1,freq
rework,A1,freq
reworked,A1,freq
reworking,A1,freq
reworks,A1,freq
rewound,B1,freq
rewoven,B2,freq
rewrap,B1,freq
rewrapped,B1,freq
rewrapping,B1,freq
rewrite,B1,freq
rewriter,B1,freq
rewrites,B1,freq
rewriting,B1,freq
rewritten,B1,freq
rewrote,B1,freq
rex,C1,freq
rexer,C1,freq
rexist,C1,freq
reynolds,B1,freq
rf,C1,freq
rfs,B2,freq
rh,C1,freq
rhetoric,B2,freq
rhetorical,C1,freq
rhetorics,B2,freq
rhine,C1,freq
rhines,C1,freq
rhinoceros,B2,freq
rhinoceroses,B2,freq
rhode,B2,freq
rhodes,B2,freq
rhodesia,C1,freq
rhodesian,C1,freq
rhodesians,C1,freq
rhs,C1,freq
rhyme,B2,freq
rhymed,B2,freq
rhymes,B2,freq
rhyming,B2,freq
rhythm,A2,freq
rhythmic,B2,freq
rhythmical,A2,freq
rhythmically,A2,freq
rhythmicity,A2,freq
rhythmics,B2,freq
rhythms,A2,freq
rhythmus,A2,freq
rial,A1,freq
rials,A1,freq
rib,B2,freq
riba,B2,freq
ribat,B2,freq
ribbed,B2,freq
ribbing,B2,freq
ribbon,A1,freq
ribboned,A1,freq
ribbons,A1,freq
ribe,B2,freq
ribes,B2,freq
ribs,B2,freq
rica,C1,freq
rice,A1,freq
riced,A1,freq
rices,A1,freq
rich,A1,freq
richard,A1,freq
richardia,A1,freq
richards,A1,freq
richardson,B2,freq
riche,A1,freq
richens,A1,freq
richer,A1,freq
riches,A1,freq
richest,A1,freq
richly,A1,freq
richmond,B1,freq
richness,A1,freq
ricing,A1,freq
rick,C1,freq
ricked,C1,freq
ricker,C1,freq
rickety,C1,freq
ricki,C1,freq
ricks,C1,freq
rico,B1,freq
ricotta,B1,freq
rid,B1,freq
rida,B1,freq
riddance,B1,freq
ridded,B1,freq
ridden,A1,freq
ridder,B1,freq
ridding,B1,freq
riddle,B1,freq
riddled,B1,freq
riddles,B1,freq
riddling,B1,freq
ride,A1,freq
rideable,B1,freq
riden,B1,freq
rider,B2,freq
riders,B2,freq
ridership,B1,freq
rides,A1,freq
ridge,B2,freq
ridged,B2,freq
ridges,B2,freq
ridging,B2,freq
ridiculous,B1,freq
riding,A1,freq
ridinger,A1,freq
ridings,A1,freq
rids,B1,freq
rier,B2,freq
ries,B2,freq
rifle,B2,freq
rifled,B2,freq
rifles,B2,freq
rifling,B2,freq
rig,C1,freq
riga,C1,freq
rigation,C1,freq
rigged,C1,freq
rigger,C1,freq
riggers,C1,freq
rigging,C1,freq
riggings,C1,freq
riggs,C1,freq
right,A1,freq
righted,A1,freq
righteous,A1,freq
righteously,A1,freq
righteousness,B2,freq
righteousnesses,B2,freq
righter,A1,freq
righters,A1,freq
rightest,A1,freq
rightful,A1,freq
rightfully,A1,freq
