lemma,level,source
a,A1,freq
aa,C1,freq
aaron,B2,freq
aaronic,B2,freq
aas,B2,freq
ab,B1,freq
aba,C1,freq
abandon,B1,freq
abandoned,B2,freq
abandoning,B1,freq
abandonment,B1,freq
abandonments,B1,freq
abandons,B1,freq
abas,C1,freq
abatement,C1,freq
abatements,C1,freq
abbey,B2,freq
abbeys,B2,freq
abbot,C1,freq
abbots,C1,freq
abbott,C1,freq
abc,B2,freq
abcs,B2,freq
abdomen,B2,freq
abdomens,B2,freq
abdominal,B2,freq
abdominals,B1,freq
abel,C1,freq
abele,C1,freq
abeles,C1,freq
abelia,C1,freq
abelian,C1,freq
abell,C1,freq
aberdeen,C1,freq
abide,C1,freq
abided,C1,freq
abides,C1,freq
abiding,C1,freq
abidingness,C1,freq
abilities,A2,freq
ability,A2,freq
abjuration,C1,freq
abjure,C1,freq
abjured,C1,freq
abjures,C1,freq
abjuring,C1,freq
able,B1,freq
abler,B1,freq
ables,B1,freq
ablest,B1,freq
abnormal,B1,freq
abnormally,B2,freq
abnormals,B1,freq
aboard,B1,freq
abode,C1,freq
abodes,C1,freq
abolish,B2,freq
abolished,B2,freq
abolishes,B2,freq
abolishing,B2,freq
abolishment,B2,freq
abolition,B2,freq
abolitionism,B2,freq
abolitions,B2,freq
aboriginal,B2,freq
aboriginals,B2,freq
aborigine,B1,freq
aborigines,B1,freq
abortion,B2,freq
abortions,B2,freq
about,A1,freq
abouts,A1,freq
above,A1,freq
abraham,B1,freq
abrahamic,B1,freq
abrahams,B1,freq
abroad,A2,freq
abrupt,C1,freq
abruption,C1,freq
abruptly,B2,freq
abruptness,C1,freq
abs,B1,freq
absa,C1,freq
abscess,C1,freq
abscessed,C1,freq
abscesses,C1,freq
absence,B1,freq
absences,B1,freq
absent,B1,freq
absented,B1,freq
absentee,B2,freq
absenteeism,C1,freq
absentees,B2,freq
absentia,B1,freq
absenting,B1,freq
absently,B1,freq
absents,B1,freq
absi,C1,freq
absolute,B1,freq
absolutely,B1,freq
absolutes,B1,freq
absorb,B1,freq
absorbability,B1,freq
absorbable,B1,freq
absorbance,B1,freq
absorbancy,B1,freq
absorbant,B1,freq
absorbed,B1,freq
absorbedly,B1,freq
absorbency,B1,freq
absorbent,B1,freq
absorbents,B1,freq
absorber,B1,freq
absorbers,B1,freq
absorbing,B1,freq
absorbingly,B1,freq
absorbs,B1,freq
absorpt,B1,freq
absorptance,B1,freq
absorption,A2,freq
absorptions,B1,freq
absorptive,B1,freq
absorptivity,B1,freq
abstract,B1,freq
abstractable,B1,freq
abstracted,B1,freq
abstractedly,B1,freq
abstracter,B1,freq
abstracters,B1,freq
abstracting,B1,freq
abstraction,B1,freq
abstractionism,B1,freq
abstractionist,B1,freq
abstractionists,B1,freq
abstractions,B1,freq
abstractive,B1,freq
abstractly,B1,freq
abstractness,B1,freq
abstractor,B1,freq
abstractors,B1,freq
abstracts,B1,freq
absurd,B2,freq
absurdism,B2,freq
absurdist,B2,freq
absurdities,B2,freq
absurdity,B2,freq
absurdly,B2,freq
absurdum,B2,freq
abu,C1,freq
abundance,B1,freq
abundances,B1,freq
abundant,B1,freq
abundantly,C1,freq
abuse,B2,freq
abused,B2,freq
abuser,B2,freq
abusers,B2,freq
abuses,B2,freq
abusing,B2,freq
abyss,B1,freq
ac,B1,freq
acad,B2,freq
academic,B1,freq
academicism,B1,freq
academics,B1,freq
academie,B1,freq
academies,B1,freq
academy,B1,freq
acadia,B2,freq
acadian,B2,freq
accelerate,C1,freq
accelerated,C1,freq
accelerates,C1,freq
accelerating,C1,freq
acceleration,B2,freq
accelerations,B2,freq
accelerator,C1,freq
accelerators,C1,freq
accent,B1,freq
accented,B1,freq
accenting,B1,freq
accents,B1,freq
accept,A2,freq
acceptability,A2,freq
acceptable,A2,freq
acceptably,A2,freq
acceptance,B1,freq
acceptances,B1,freq
acceptant,A2,freq
acceptation,A2,freq
accepted,A2,freq
accepter,A2,freq
accepters,A2,freq
accepting,A2,freq
acception,A2,freq
accepts,A2,freq
access,B1,freq
accessability,B1,freq
accessable,B1,freq
accessaries,B1,freq
accessary,B1,freq
accessed,B1,freq
accesses,B1,freq
accessibilities,B2,freq
accessibility,B2,freq
accessible,B1,freq
accessibly,B1,freq
accessing,B1,freq
accession,B1,freq
accessioned,B1,freq
accessioning,B1,freq
accessions,B1,freq
accessor,B1,freq
accessorial,B1,freq
accessories,B1,freq
accessorize,B1,freq
accessorized,B1,freq
accessors,B1,freq
accessory,B1,freq
accident,A2,freq
accidental,B1,freq
accidentality,A2,freq
accidentally,B1,freq
accidentals,B1,freq
accidents,A2,freq
accommodate,B1,freq
accommodated,B1,freq
accommodates,B1,freq
accommodating,B1,freq
accommodation,B2,freq
accommodations,B2,freq
accompanied,B1,freq
accompanies,B1,freq
accompaniment,B1,freq
accompanimental,B1,freq
accompaniments,B1,freq
accompany,B1,freq
accompanying,B1,freq
accomplish,B1,freq
accomplishable,B1,freq
accomplished,B1,freq
accomplishes,B1,freq
accomplishing,B1,freq
accomplishment,B1,freq
accomplishments,B1,freq
accord,B2,freq
accordance,A1,freq
accordant,B1,freq
accorded,B1,freq
according,B1,freq
accordingly,B2,freq
accordion,B1,freq
accordionist,B1,freq
accordionists,B1,freq
accordions,B1,freq
accords,B1,freq
account,A2,freq
accountabilities,A2,freq
accountability,A2,freq
accountable,A2,freq
accountably,A2,freq
accountancy,A2,freq
accountant,B1,freq
accountants,B1,freq
accounted,A2,freq
accounting,A2,freq
accountings,A2,freq
accounts,A2,freq
accreditation,C1,freq
accrue,C1,freq
accrued,C1,freq
accrues,C1,freq
accruing,C1,freq
accumulate,B2,freq
accumulated,B2,freq
accumulates,B2,freq
accumulating,B2,freq
accumulation,B1,freq
accumulations,B1,freq
accuracies,B1,freq
accuracy,B1,freq
accurate,B1,freq
accurately,B1,freq
accusation,B2,freq
accusations,B2,freq
accuse,B1,freq
accused,B1,freq
accuser,B1,freq
accusers,B1,freq
accuses,B1,freq
accusing,B1,freq
accustom,B1,freq
accustomed,B1,freq
accustoming,B1,freq
accustoms,B1,freq
ace,C1,freq
acea,C1,freq
aced,C1,freq
aces,C1,freq
acetate,B2,freq
acetates,B2,freq
acetic,C1,freq
acetone,C1,freq
acetones,C1,freq
ache,B1,freq
ached,B1,freq
aches,B1,freq
acheulean,B1,freq
acheulian,B1,freq
achievable,B2,freq
achieve,A2,freq
achieved,A2,freq
achievement,B1,freq
achievements,B1,freq
achieves,A2,freq
achieving,A2,freq
aching,B1,freq
acid,B2,freq
acidic,B2,freq
acidification,B2,freq
acidified,B2,freq
acidifiers,B2,freq
acidifies,B2,freq
acidify,B2,freq
acidifying,B2,freq
acidities,B2,freq
acidity,B2,freq
acidized,B2,freq
acidizing,B2,freq
acidly,B2,freq
acids,B2,freq
acidulant,B2,freq
acidulated,B2,freq
acidulating,B2,freq
acidulation,B2,freq
acidulous,B2,freq
aciduric,B2,freq
acing,C1,freq
acknowledge,B1,freq
acknowledged,B1,freq
acknowledgement,B1,freq
acknowledgements,B1,freq
acknowledges,B1,freq
acknowledging,B1,freq
acknowledgment,B1,freq
acknowledgments,B1,freq
acm,C1,freq
acme,C1,freq
acoustic,B2,freq
acquaintance,B1,freq
acquaintances,B1,freq
acquire,B1,freq
acquired,B1,freq
acquires,B1,freq
acquiring,B1,freq
acquisition,B2,freq
acquisitions,B2,freq
acre,B1,freq
acreage,B2,freq
acreages,B2,freq
acred,A2,freq
acres,A2,freq
across,A2,freq
acs,B1,freq
act,A2,freq
acta,A2,freq
actable,A2,freq
acted,A2,freq
acting,A2,freq
actings,A2,freq
action,A1,freq
actionability,A2,freq
actionable,A2,freq
actional,A2,freq
actioner,A2,freq
actiones,A2,freq
actions,A1,freq
actis,A2,freq
actium,A2,freq
activable,A2,freq
activate,A2,freq
activated,A2,freq
activates,A2,freq
activating,A2,freq
activation,A2,freq
activations,A2,freq
activator,A2,freq
activators,A2,freq
active,B1,freq
actively,B2,freq
activeness,A2,freq
actives,B1,freq
activism,A2,freq
activisms,A2,freq
activist,A2,freq
activistic,A2,freq
activists,A2,freq
activities,A1,freq
activity,A1,freq
actor,A1,freq
actors,A1,freq
actory,A2,freq
actress,B1,freq
actresses,B1,freq
acts,A2,freq
actual,B2,freq
actualisation,A2,freq
actualise,A2,freq
actualised,A2,freq
actualising,A2,freq
actualism,A2,freq
actualistic,A2,freq
actualities,A2,freq
actuality,A2,freq
actualization,A2,freq
actualizations,A2,freq
actualize,A2,freq
actualized,A2,freq
actualizes,A2,freq
actualizing,A2,freq
actually,A2,freq
actuals,B2,freq
acture,A2,freq
actus,A2,freq
acute,B2,freq
acutest,B2,freq
ad,B1,freq
ada,C1,freq
adai,C1,freq
adam,B1,freq
adama,B1,freq
adamancy,B1,freq
adamant,B1,freq
adamantly,B1,freq
adamic,B1,freq
adams,B1,freq
adapt,B1,freq
adaptabilities,B1,freq
adaptability,B1,freq
adaptable,B2,freq
adaptation,B1,freq
adaptational,B1,freq
adaptations,B1,freq
adaptative,B1,freq
adapted,B1,freq
adaptedness,B1,freq
adapter,B1,freq
adapters,B1,freq
adapting,B1,freq
adaption,B1,freq
adaptions,B1,freq
adaptive,B2,freq
adaptively,B1,freq
adaptiveness,B1,freq
adaptivity,B1,freq
adaptor,B1,freq
adaptors,B1,freq
adapts,B1,freq
add,A1,freq
adda,A1,freq
added,A1,freq
adder,B1,freq
adders,B1,freq
addi,A1,freq
addict,B2,freq
addicted,B2,freq
addicting,B2,freq
addiction,B2,freq
addictions,B2,freq
addictive,B2,freq
addictively,B2,freq
addictiveness,B2,freq
addicts,B2,freq
adding,A1,freq
addis,A1,freq
addison,C1,freq
addisonian,C1,freq
addition,A2,freq
additional,A2,freq
additionally,B2,freq
additions,A2,freq
additive,C1,freq
additives,C1,freq
address,A1,freq
addressability,A2,freq
addressable,A2,freq
addressed,A2,freq
addressee,B1,freq
addressees,B1,freq
addresser,A2,freq
addressers,A2,freq
addresses,A2,freq
addressing,A2,freq
addressor,A2,freq
adds,A1,freq
addy,A1,freq
adelaide,C1,freq
adequacies,C1,freq
adequacy,C1,freq
adequate,B2,freq
adequately,B2,freq
adhere,C1,freq
adhered,C1,freq
adherence,C1,freq
adherences,C1,freq
adheres,C1,freq
adhering,C1,freq
adhesion,C1,freq
adhesional,C1,freq
adhesions,C1,freq
adhesive,C1,freq
adhesives,C1,freq
adj,B1,freq
adjacent,A2,freq
adjective,A2,freq
adjectives,A2,freq
adjournment,C1,freq
adjudication,C1,freq
adjudications,C1,freq
adjunction,C1,freq
adjunctive,C1,freq
adjunctively,C1,freq
adjuncts,C1,freq
adjuration,B1,freq
adjurations,B1,freq
adjure,B1,freq
adjured,B1,freq
adjures,B1,freq
adjuring,B1,freq
adjust,A2,freq
adjustability,A2,freq
adjustable,A2,freq
adjustably,A2,freq
adjusted,A2,freq
adjuster,A2,freq
adjusters,A2,freq
adjusting,A2,freq
adjustive,A2,freq
adjustment,B2,freq
adjustments,B2,freq
adjustor,A2,freq
adjustors,A2,freq
adjusts,A2,freq
adjutant,C1,freq
adjutants,C1,freq
adler,C1,freq
admin,C1,freq
administer,B2,freq
administered,B2,freq
administering,B2,freq
administers,C1,freq
administrable,C1,freq
administrate,C1,freq
administrated,C1,freq
administrates,C1,freq
administrating,C1,freq
administration,B1,freq
administrational,C1,freq
administrations,B1,freq
administrative,B2,freq
administratively,C1,freq
administrator,A2,freq
administrators,A2,freq
administratorship,C1,freq
admirable,B2,freq
admiral,B1,freq
admirals,B1,freq
admiralties,B1,freq
admiralty,B1,freq
admiration,B1,freq
admirations,B1,freq
admire,A2,freq
admired,A2,freq
admires,A2,freq
admiring,A2,freq
admiringly,B2,freq
admissible,B2,freq
admission,B1,freq
admissions,B1,freq
admit,A2,freq
admits,A2,freq
admittance,A2,freq
admittances,A2,freq
admitted,A2,freq
admittedly,B2,freq
admitting,A2,freq
adolescence,C1,freq
adolescent,C1,freq
adolescents,B2,freq
adopt,B1,freq
adoptability,B1,freq
adoptable,B1,freq
adopted,B2,freq
adoptee,B1,freq
adoptees,B1,freq
adopter,B1,freq
adopters,B1,freq
adopting,B1,freq
adoption,B2,freq
adoptionism,B1,freq
adoptions,B2,freq
adoptive,B1,freq
adoptively,B1,freq
adopts,B1,freq
adorable,B1,freq
adore,B2,freq
adored,B2,freq
adores,B2,freq
adoring,B2,freq
adorn,B2,freq
adorne,B2,freq
adorned,B2,freq
adorning,B2,freq
adornment,B2,freq
adornments,B2,freq
adorns,B2,freq
adrenal,C1,freq
adrenals,C1,freq
adrian,C1,freq
adriana,C1,freq
adriane,C1,freq
adrianne,C1,freq
ads,B1,freq
adsorption,B2,freq
adult,A2,freq
adulter,A2,freq
adulterant,A2,freq
adulterants,A2,freq
adulterate,A2,freq
adulterated,A2,freq
adulterates,A2,freq
adulterating,A2,freq
adulteration,A2,freq
adulterations,A2,freq
adulterators,A2,freq
adulterer,A2,freq
adulterers,A2,freq
adulteries,C1,freq
adulterous,A2,freq
adulthood,A2,freq
adults,A2,freq
adv,C1,freq
advance,B1,freq
advanced,A2,freq
advancement,B2,freq
advancements,B2,freq
advancer,C1,freq
advancers,C1,freq
advances,B1,freq
advancing,B1,freq
advantage,A2,freq
advantaged,A2,freq
advantageous,B2,freq
advantageously,C1,freq
advantageousness,C1,freq
advantages,A2,freq
advantaging,A2,freq
advene,C1,freq
advent,B2,freq
adventism,B2,freq
adventist,C1,freq
adventists,C1,freq
adventitious,C1,freq
adventitiously,C1,freq
adventive,B2,freq
advents,B2,freq
adventure,A2,freq
adventured,A2,freq
adventurer,C1,freq
adventurers,C1,freq
adventures,A2,freq
adventuring,A2,freq
adventurism,C1,freq
adventurist,C1,freq
adventuristic,C1,freq
adventurous,B2,freq
adventurously,C1,freq
adventurousness,C1,freq
adverb,B1,freq
adverbial,B1,freq
adverbially,B1,freq
adverbs,B1,freq
adversaries,C1,freq
adversary,C1,freq
adverse,B2,freq
adversely,B2,freq
adversities,B2,freq
adversity,B2,freq
adversive,B1,freq
advert,B1,freq
adverted,B1,freq
advertence,B1,freq
advertent,B1,freq
advertently,B1,freq
adverting,B1,freq
advertise,B1,freq
advertised,B1,freq
advertisement,A2,freq
advertisements,A2,freq
advertiser,C1,freq
advertisers,C1,freq
advertises,B1,freq
advertising,A2,freq
advertize,B1,freq
advertized,B1,freq
advertizer,B1,freq
advertizing,B1,freq
adverts,B1,freq
advice,A2,freq
advices,A2,freq
advisability,C1,freq
advisable,B2,freq
advisably,C1,freq
advise,A2,freq
advised,A2,freq
advisedly,C1,freq
advisee,A2,freq
advisees,A2,freq
advisement,C1,freq
advisements,C1,freq
adviser,B1,freq
advisers,B1,freq
advises,A2,freq
advising,A2,freq
advisor,B1,freq
advisories,C1,freq
advisors,B1,freq
advisory,B1,freq
advocacies,B2,freq
advocacy,B2,freq
advocate,B2,freq
advocated,B1,freq
advocates,B1,freq
advocating,B1,freq
ae,A1,freq
aec,C1,freq
aecia,C1,freq
aecial,C1,freq
aerial,B2,freq
aerially,B2,freq
aerials,B2,freq
aerobics,B1,freq
aeronautics,B2,freq
aeroplane,A1,freq
aeroplanes,A1,freq
aerosolization,C1,freq
aerosolized,C1,freq
aerosols,C1,freq
aerospace,B2,freq
aes,A1,freq
aesthetic,B2,freq
aestheticism,B1,freq
aestheticize,B1,freq
aesthetics,C1,freq
af,C1,freq
affair,A2,freq
affaire,A2,freq
affaires,A2,freq
affairs,A2,freq
affect,B1,freq
affectation,B1,freq
affectations,B1,freq
affected,B1,freq
affectedly,B1,freq
affectedness,B1,freq
affecting,B1,freq
affectingly,B1,freq
affection,B1,freq
affectional,B1,freq
affectionate,B2,freq
affectionately,B2,freq
affectionateness,B1,freq
affectioned,B1,freq
affections,B1,freq
affective,B1,freq
affectively,B1,freq
affectivity,B1,freq
affects,B1,freq
affectual,B1,freq
affectus,B1,freq
affidavit,B2,freq
affidavits,B2,freq
affiliate,C1,freq
affiliated,C1,freq
affiliates,C1,freq
affiliating,C1,freq
affiliation,B2,freq
affiliations,B2,freq
affinities,B2,freq
affinity,B2,freq
affirm,C1,freq
affirmance,C1,freq
affirmation,C1,freq
affirmations,C1,freq
affirmative,B2,freq
affirmatively,C1,freq
affirmatives,C1,freq
affirmed,C1,freq
affirming,C1,freq
affirms,C1,freq
afford,B1,freq
affordable,B2,freq
afforded,B1,freq
affording,B1,freq
affords,B1,freq
afghanistan,B2,freq
afl,C1,freq
aflat,C1,freq
aforesaid,B2,freq
afraid,A1,freq
africa,A1,freq
african,A2,freq
africana,A1,freq
africanism,A1,freq
africanization,A1,freq
africanize,A1,freq
africanized,A1,freq
africans,A1,freq
afs,B2,freq
after,A1,freq
aftermath,C1,freq
aftermaths,C1,freq
afternoon,A1,freq
afternoons,A1,freq
afters,A2,freq
afterward,B1,freq
afterwards,B1,freq
ag,B1,freq
again,A1,freq
against,A2,freq
agar,C1,freq
agaric,C1,freq
agarics,C1,freq
agars,C1,freq
age,A1,freq
aged,A2,freq
agee,A1,freq
ageing,A1,freq
ageless,B2,freq
agelessness,B2,freq
agencies,A2,freq
agency,A2,freq
agenda,B1,freq
agendas,B1,freq
agent,A2,freq
agenting,A2,freq
agentive,A2,freq
agents,A2,freq
ager,A1,freq
agers,A1,freq
ages,A1,freq
aggregate,B1,freq
aggregated,B1,freq
aggregates,B1,freq
aggregating,B1,freq
aggregation,C1,freq
aggregations,C1,freq
aggression,B2,freq
aggressions,B2,freq
aggressive,B1,freq
aggressively,B2,freq
aging,A1,freq
agitation,B2,freq
agitations,B2,freq
agnes,C1,freq
agnese,C1,freq
ago,A1,freq
agoing,A1,freq
agonies,B2,freq
agonise,B2,freq
agonised,B2,freq
agonising,B2,freq
agonist,B2,freq
agonistic,B2,freq
agonists,B2,freq
agonize,B2,freq
agonized,B2,freq
agonizes,B2,freq
agonizing,B2,freq
agony,B2,freq
agos,A1,freq
agr,C1,freq
agra,C1,freq
agral,C1,freq
agrarian,C1,freq
agrarianism,C1,freq
agrarians,C1,freq
agre,C1,freq
agreat,C1,freq
agree,A1,freq
agreeability,C1,freq
agreeable,C1,freq
agreeableness,C1,freq
agreeably,C1,freq
agreed,A1,freq
agreeing,A1,freq
agreement,B1,freq
agreements,B1,freq
agrees,A1,freq
agrement,C1,freq
agria,C1,freq
agric,C1,freq
agricultural,B1,freq
agriculture,B1,freq
agricultures,B1,freq
ags,B1,freq
ah,C1,freq
ahead,A2,freq
ahmedi,C1,freq
ahs,C1,freq
aid,B1,freq
aida,B1,freq
aidable,B1,freq
aidan,B1,freq
aide,B1,freq
aided,B1,freq
aiden,B1,freq
aider,B1,freq
aiders,B1,freq
aides,B1,freq
aiding,B1,freq
aids,B1,freq
aim,B1,freq
aimable,B1,freq
aime,B1,freq
aimed,B1,freq
aimee,B1,freq
aimer,B1,freq
aimers,B1,freq
aiming,B1,freq
aims,B1,freq
air,A2,freq
aira,A2,freq
airborne,C1,freq
aircraft,B2,freq
aircrafts,B2,freq
aircrew,B2,freq
aircrews,B2,freq
aire,A2,freq
aired,A2,freq
airedale,A2,freq
airedales,A2,freq
aires,A2,freq
airing,A2,freq
airings,A2,freq
airlie,A2,freq
airline,B1,freq
airlines,B1,freq
airplane,A1,freq
airplanes,A1,freq
airport,A1,freq
airports,A1,freq
airs,A2,freq
airship,A2,freq
airships,A2,freq
airth,A2,freq
airway,C1,freq
airways,C1,freq
ais,B2,freq
aisle,A2,freq
aisled,A2,freq
aisles,A2,freq
ak,C1,freq
akin,C1,freq
akins,C1,freq
akron,C1,freq
al,A1,freq
alabama,B1,freq
alae,C1,freq
alai,C1,freq
alan,B1,freq
alana,B1,freq
alane,B1,freq
alani,B1,freq
alans,B1,freq
alarm,A2,freq
alarmed,A2,freq
alarming,A2,freq
alarmingly,A2,freq
alarmism,A2,freq
alarmist,A2,freq
alarmists,A2,freq
alarms,A2,freq
alaska,A2,freq
alaskas,A2,freq
albany,B1,freq
albeit,B2,freq
albert,B1,freq
alberta,B1,freq
alberti,B1,freq
album,A1,freq
albumen,A1,freq
albumens,A1,freq
albumin,C1,freq
albuminate,C1,freq
albuminous,C1,freq
albumins,C1,freq
albuminuric,C1,freq
albums,A1,freq
albuquerque,C1,freq
alcohol,B1,freq
alcoholate,B1,freq
alcoholic,B1,freq
alcoholics,B1,freq
alcoholism,B2,freq
alcoholization,B1,freq
alcoholized,B1,freq
alcohols,B1,freq
alea,C1,freq
alee,C1,freq
alert,B2,freq
alerta,B2,freq
alerted,B2,freq
alerting,B2,freq
alertly,B2,freq
alertness,B2,freq
alerts,B2,freq
ales,C1,freq
alex,B2,freq
alexa,B2,freq
alexander,A2,freq
alexanders,A2,freq
alexandria,B2,freq
alexei,B2,freq
alexi,B2,freq
alexia,B2,freq
alexian,B2,freq
alexis,B2,freq
alfalfa,C1,freq
alfalfas,B2,freq
alfred,B1,freq
alfreda,B1,freq
algebra,B2,freq
algebraic,B2,freq
algebraical,B2,freq
algebraically,B2,freq
algebraist,B2,freq
algebraists,B2,freq
algebras,B2,freq
algeria,C1,freq
algorithm,B1,freq
algorithmic,B1,freq
algorithmically,B1,freq
algorithms,B1,freq
ali,B2,freq
alia,C1,freq
alias,C1,freq
alice,B1,freq
alicea,B1,freq
alie,B2,freq
alien,B2,freq
alienability,B1,freq
alienable,B1,freq
alienate,B1,freq
alienated,B1,freq
alienates,B1,freq
alienating,B1,freq
alienation,B1,freq
alienations,B1,freq
alienator,B1,freq
aliene,B1,freq
aliened,B1,freq
alienism,B1,freq
alienness,B1,freq
aliens,B1,freq
alignment,B2,freq
alii,B2,freq
alike,B1,freq
alis,B2,freq
alius,B2,freq
alive,A2,freq
alkali,C1,freq
alkalies,B2,freq
alkaline,C1,freq
alkalis,B2,freq
alkylate,C1,freq
alkylated,C1,freq
alkylates,C1,freq
alkylating,C1,freq
alkylation,C1,freq
alkylene,C1,freq
alkyls,C1,freq
all,A1,freq
alla,A1,freq
allah,C1,freq
allan,B2,freq
allana,B2,freq
allative,A1,freq
alle,A1,freq
allegation,B2,freq
allegations,B2,freq
allege,C1,freq
alleged,C1,freq
allegedly,B2,freq
alleges,C1,freq
alleghenies,C1,freq
allegheny,C1,freq
allegiance,C1,freq
allegiances,C1,freq
alleging,C1,freq
allen,A2,freq
allene,A2,freq
aller,A1,freq
allergic,B1,freq
allergies,C1,freq
allergy,C1,freq
alleviate,C1,freq
alleviated,C1,freq
alleviates,C1,freq
alleviating,C1,freq
alley,C1,freq
alleys,C1,freq
alli,A1,freq
alliance,B2,freq
alliances,B2,freq
allied,B2,freq
allies,B2,freq
allison,C1,freq
allium,A1,freq
alliums,A1,freq
allness,A1,freq
allocate,C1,freq
allocated,C1,freq
allocates,C1,freq
allocating,C1,freq
allocation,B1,freq
allocations,B1,freq
allotment,B2,freq
allotments,B2,freq
allow,A2,freq
allowable,A2,freq
allowance,B1,freq
allowances,A2,freq
allowed,A2,freq
allowing,A2,freq
allows,A2,freq
alloy,B1,freq
alloyed,B1,freq
alloying,B1,freq
alloys,B1,freq
alls,A1,freq
allusion,C1,freq
allusions,C1,freq
alluvials,C1,freq
ally,B2,freq
allying,B2,freq
almas,C1,freq
almightiness,C1,freq
almighty,C1,freq
almost,A1,freq
alone,A1,freq
along,A1,freq
alongside,B2,freq
aloud,B1,freq
alphabet,B1,freq
alphabetic,B1,freq
alphabetical,B2,freq
alphabetically,B1,freq
alphabetics,B1,freq
alphabetization,B1,freq
alphabetize,B1,freq
alphabetized,B1,freq
alphabetizing,B1,freq
alphabets,B1,freq
alphas,B1,freq
alpine,C1,freq
alpines,C1,freq
already,A1,freq
alright,A2,freq
als,A1,freq
alsatian,C1,freq
alsen,C1,freq
also,A1,freq
alt,C1,freq
alta,C1,freq
altar,B2,freq
altars,B2,freq
alten,C1,freq
alter,B2,freq
alterability,B2,freq
alterable,B2,freq
alteration,B2,freq
alterations,B2,freq
alterative,B2,freq
altered,B2,freq
altering,B2,freq
alterity,B2,freq
alternate,B2,freq
alternated,B2,freq
alternately,C1,freq
alternates,B2,freq
alternating,B2,freq
alternative,B1,freq
alternatively,B2,freq
alternatives,B1,freq
alters,B2,freq
alterum,B2,freq
altes,C1,freq
although,A2,freq
altis,C1,freq
altitude,B2,freq
altitudes,B2,freq
alto,C1,freq
altogether,B1,freq
altoist,C1,freq
altos,C1,freq
altricial,C1,freq
alts,C1,freq
altus,C1,freq
aluminas,C1,freq
aluminium,B2,freq
aluminum,B2,freq
aluminums,B2,freq
alveolars,C1,freq
always,A1,freq
alys,B2,freq
alzheimer,C1,freq
am,A1,freq
amanda,C1,freq
amateur,C1,freq
amateurism,B2,freq
amateurs,B2,freq
amaze,B2,freq
amazed,B1,freq
amazement,B2,freq
amazes,B2,freq
amazing,B1,freq
amazingly,B2,freq
amazon,C1,freq
amazona,C1,freq
amazonas,C1,freq
amazonia,C1,freq
amazonian,C1,freq
amazons,C1,freq
ambassador,B2,freq
ambassadors,B2,freq
amberly,C1,freq
ambers,C1,freq
ambient,C1,freq
ambients,B2,freq
ambiguities,B2,freq
ambiguity,B2,freq
ambiguous,B2,freq
ambition,A2,freq
ambitions,A2,freq
ambitious,B1,freq
ambulance,B1,freq
ambulances,B1,freq
amend,A2,freq
amendable,A2,freq
amendatory,A2,freq
amende,A2,freq
amended,A2,freq
amending,A2,freq
amendment,A1,freq
amendments,A1,freq
amends,A2,freq
amer,B1,freq
america,A1,freq
american,A1,freq
americana,A1,freq
americanism,A1,freq
americanisms,A1,freq
americanization,A1,freq
americanize,A1,freq
americanized,A1,freq
americanizing,A1,freq
americans,A1,freq
americanum,A1,freq
americas,A1,freq
amherst,C1,freq
amiability,B2,freq
amiable,B2,freq
amiableness,B2,freq
amiably,B2,freq
amicus,B2,freq
amid,B2,freq
amida,B2,freq
amidated,B2,freq
amidation,B2,freq
amide,B2,freq
amides,B2,freq
amids,B2,freq
amidship,B2,freq
amidships,B2,freq
amidst,B2,freq
amie,B2,freq
amiens,B2,freq
amies,B2,freq
amino,B2,freq
ammonia,B2,freq
ammonias,B2,freq
ammonium,B2,freq
ammunition,B2,freq
ammunitions,B2,freq
among,A2,freq
amongst,B2,freq
amorphous,C1,freq
amortization,C1,freq
amos,C1,freq
amount,B1,freq
amounted,B1,freq
amounting,B1,freq
amounts,B1,freq
amp,C1,freq
amper,C1,freq
amperage,C1,freq
amperages,C1,freq
ampere,C1,freq
amperes,C1,freq
amphi,C1,freq
ample,B2,freq
ampler,B2,freq
amplest,B2,freq
ampliative,C1,freq
amplication,C1,freq
amplification,C1,freq
amplifications,C1,freq
amplified,B2,freq
amplifier,B2,freq
amplifiers,B2,freq
amplifies,B2,freq
amplify,B2,freq
amplifying,B2,freq
amplitude,B1,freq
amplitudes,B1,freq
amps,C1,freq
ampul,C1,freq
ampule,C1,freq
ampules,C1,freq
ampuls,C1,freq
ams,A1,freq
amsat,A1,freq
amsterdam,B1,freq
amuse,B2,freq
amused,A2,freq
amusement,A2,freq
amusements,A2,freq
amuses,B2,freq
amusing,B1,freq
amy,B2,freq
amye,B2,freq
an,A1,freq
ana,B2,freq
anaerobic,C1,freq
anal,C1,freq
anality,B2,freq
anally,B2,freq
analog,C1,freq
analoga,B2,freq
analogia,B2,freq
analogic,B2,freq
analogical,B2,freq
analogically,B2,freq
analogies,B2,freq
analogize,B2,freq
analogized,B2,freq
analogizing,B2,freq
analogous,B2,freq
analogously,B2,freq
analogs,B2,freq
analogue,B2,freq
analogues,B2,freq
analogy,B2,freq
analyse,B1,freq
analysed,B1,freq
analyses,B1,freq
analysing,B1,freq
analysis,B1,freq
analyst,B2,freq
analysts,B2,freq
analytic,B2,freq
analytical,B1,freq
analytics,B2,freq
analyze,B1,freq
analyzed,B1,freq
analyzer,C1,freq
analyzers,C1,freq
analyzes,B1,freq
